post_id,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url
153772783.62-the-authority-of-memetic-nationalism,2024-12-31T11:29:48.905Z,true,2024-12-31T11:29:49.730Z,2024-12-31T11:29:49.730Z,newsletter,everyone,62: The Authority of Memetic Nationalism?,The Last Gasp of a Dying Ideology,
153770482.fear-and-loathing-in-the-skies,2024-12-30T11:23:39.668Z,true,2024-12-30T11:23:39.782Z,2024-12-30T11:23:39.782Z,newsletter,everyone,61: Fear and Loathing in the Skies,"Drones, A Void of Authority and Rising Paranoia",
153619753.60-not-so-fast-trump-canadas-terms,2024-12-26T11:24:42.275Z,true,2024-12-26T11:24:42.394Z,2024-12-26T11:24:42.394Z,newsletter,everyone,60: Not So Fast Trump: Canada’s Terms for Integration,Becoming States 51 Through 65?,
153434044.58-luigi-gets-a-haircut,2024-12-21T11:30:59.108Z,true,2024-12-21T11:30:59.196Z,2024-12-21T11:30:59.196Z,newsletter,everyone,58: Luigi Gets a Haircut,Protests in solidarity and charges meant to deter,
153433719.59-the-death-of-the-future,2024-12-22T11:21:39.058Z,true,2024-12-22T11:21:39.192Z,2024-12-22T11:21:39.192Z,newsletter,everyone,59: The Death of the Future?,Nostalgia and Authority,
153386273.57-triggering-trump-and-mocking-musk,2024-12-20T11:31:12.035Z,true,2024-12-20T11:31:12.124Z,2024-12-20T11:31:12.124Z,newsletter,everyone,57: Triggering Trump and Mocking Musk,What 'President Musk' Reveals About Authority,
153337828.56-the-ai-arms-race,2024-12-19T11:31:46.748Z,true,2024-12-19T11:31:46.843Z,2024-12-19T11:31:46.843Z,newsletter,everyone,56: The AI Arms Race,"Open Source, Semiconductors, and the Geopolitics of the AI Ecosystem",
153314085.selling-authority-the-economy-of,2024-12-18T15:02:40.664Z,true,2024-12-18T15:02:40.737Z,2024-12-18T15:02:40.737Z,newsletter,everyone,55: Selling Authority: The Economy of Belief,How Authority Became a Product,
153181441.54-the-end-of-the-encryption-era,2024-12-17T11:31:06.381Z,true,2024-12-17T11:31:06.472Z,2024-12-17T11:31:06.472Z,newsletter,everyone,54: The End of the Encryption Era,The Quantum Leap That Could Rewrite the Rules of Authority,
153164729.the-climate-crisis-is-a-crisis-of,2024-12-16T11:36:42.719Z,true,2024-12-16T11:36:42.836Z,2024-12-16T11:36:42.836Z,newsletter,everyone,53: Climate Change Is a Crisis of Authority,From Means and Ends to Context and Consequences,
153141460.53-drones-drugs-and-the-death-of,2024-12-15T11:25:42.383Z,true,2024-12-15T11:25:42.475Z,2024-12-15T11:25:42.475Z,newsletter,everyone,"52: Drones, Drugs, and the Death of a Regime",Lessons from Assad’s Syria,
153097830.51-internet-literacy-municipalities,2024-12-14T11:30:43.073Z,true,2024-12-14T11:30:43.179Z,2024-12-14T11:30:43.179Z,newsletter,everyone,"51: Internet Literacy, Municipalities, and the Dark Web",Building Responsible and Resilient Communities,
153047460.the-shadow-over-new-jersey,2024-12-13T11:29:31.236Z,true,2024-12-13T11:29:31.341Z,2024-12-13T11:29:31.341Z,newsletter,everyone,50: The Shadow Over New Jersey,"Drones, Deception, and Authority",
152987212.social-media-is-not-a-spectator-sport,2024-12-12T11:25:41.427Z,true,2024-12-12T11:25:41.528Z,2024-12-12T11:25:41.528Z,newsletter,everyone,Social Media Is Not a Spectator Sport,The Rise and Fall of Hawk Tuah?,
152939149.how-ai-centralizes-power-and-undermines,2024-12-11T11:36:32.935Z,true,2024-12-11T11:36:33.033Z,2024-12-11T11:36:33.033Z,newsletter,everyone,How AI Centralizes Power and Undermines Autonomy,The Mirage of Progress,
152853534.hackers-and-the-state,2024-12-10T11:32:48.091Z,true,2024-12-10T11:32:48.188Z,2024-12-10T11:32:48.188Z,newsletter,everyone,Hackers and the State,The Double-Edged Sword of State Power,
152816228.authority-in-an-age-of-upheaval,2024-12-09T11:34:50.303Z,true,2024-12-09T11:34:50.434Z,2024-12-09T11:34:50.434Z,newsletter,everyone,Authority in an Age of Upheaval,"Revolutions, Nostalgia, and the Fragility of Control",
152776118.a-watershed-moment-in-class-consciousness,2024-12-08T11:31:00.491Z,true,2024-12-08T11:31:00.591Z,2024-12-08T11:31:00.591Z,newsletter,everyone,A Watershed Moment in Class Consciousness?,"An Assassination, TikTok, and the Spectacle of Authority",
152684330.we-should-hire-more-social-workers,2024-12-07T11:19:44.713Z,true,2024-12-07T11:19:44.910Z,2024-12-07T11:19:44.910Z,newsletter,everyone,We Should Hire More Social Workers,Instead of policing let's focus on care,
152639696.will-the-us-invade-mexico-and-canada,2024-12-06T11:34:47.443Z,true,2024-12-06T11:34:47.611Z,2024-12-06T11:34:47.611Z,newsletter,everyone,Will the US Invade Mexico and Canada?,"Digital Erosion, Economic Coercion, and Climate Migration",
152623056.the-fragility-of-authority,2024-12-05T17:07:26.307Z,true,2024-12-05T17:07:26.404Z,2024-12-05T17:07:26.404Z,newsletter,everyone,The Fragility of Authority,Lessons from South Korea's Martial Law Crisis,
152568212.authority-in-a-world-of-artificial,2024-12-04T14:57:44.440Z,true,2024-12-04T14:57:44.549Z,2024-12-04T14:57:44.549Z,newsletter,everyone,Authority in a World of Artificial Realities,Can We Trust What We See?,
152422560.authoritarian-liberalism,2024-12-03T11:26:01.979Z,true,2024-12-03T11:26:02.080Z,2024-12-03T11:26:02.080Z,newsletter,everyone,Authoritarian Liberalism, How The Centre Will Respond To The Far Right,
152421895.chinas-crackdown-on-algorithmic-power,2024-12-02T11:31:23.309Z,true,2024-12-02T11:31:23.411Z,2024-12-02T11:31:23.411Z,newsletter,everyone,China's Crackdown on Algorithmic Power,Algorithms vs. The State,
152365826.summoning-the-machine-god,2024-12-01T11:35:34.618Z,true,2024-12-01T11:35:34.721Z,2024-12-01T11:35:34.721Z,newsletter,everyone,Summoning the Machine God?,"A Conversation with David F. Noble on AI, Accelerationism, and the Religion of Technology",
152340768.is-taiwan-today-like-berlin-in-1961,2024-11-30T11:17:45.622Z,true,2024-11-30T11:17:45.711Z,2024-11-30T11:17:45.711Z,newsletter,everyone,Is Taiwan today like Berlin in 1961?,Comparing Cold Wars,
152294294.the-energy-crisis-and-the-ai-arms,2024-11-29T11:30:21.313Z,true,2024-11-29T11:30:21.444Z,2024-11-29T11:30:21.444Z,newsletter,everyone,The Energy Crisis and The AI Arms Race,Brownouts and Rotating Blackouts are Coming to North America,
152261755.from-outsider-to-contender,2024-11-28T11:39:07.711Z,true,2024-11-28T11:39:07.797Z,2024-11-28T11:39:07.797Z,newsletter,everyone,From Outsider to Contender,Calin Georgescu and the Shifting Politics of Power,
152191977.data-isnt-the-new-oilits-just-noise,2024-11-27T11:31:04.244Z,true,2024-11-27T11:31:04.314Z,2024-11-27T11:31:04.314Z,newsletter,everyone,Data Isn't the New Oil—It's Just Noise,Attention Is The Real Scarce Resource,
152171511.ideology-as-the-enemy-of-intelligence,2024-11-26T11:25:42.475Z,true,2024-11-26T11:25:42.527Z,2024-11-26T11:25:42.527Z,newsletter,everyone,Ideology as the Enemy of Intelligence,And The Illusion of the Political Centre,
152116864.crypto-comes-to-washington,2024-11-25T11:20:41.863Z,true,2024-11-25T11:20:41.963Z,2024-11-25T11:20:41.963Z,newsletter,everyone,Crypto Comes to Washington,The Paradox of Power: U.S. Government's Embrace of Cryptocurrency,
152078830.that-he-not-busy-being-born-is-busy,2024-11-24T11:35:45.326Z,true,2024-11-24T11:35:45.392Z,2024-11-24T11:35:45.392Z,newsletter,everyone,That He Not Busy Being Born Is Busy Dying,Reflections on Authority with Bob Dylan,
152043642.amusing-ourselves-to-death-an-interview,2024-11-23T11:28:40.584Z,true,2024-11-23T11:28:40.649Z,2024-11-23T11:28:40.649Z,newsletter,everyone,Amusing Ourselves to Death: An Interview with Neil Postman,Media as Machinery of Mass Stupidity,
151998299.the-tyranny-of-television,2024-11-22T11:24:53.220Z,true,2024-11-22T11:24:53.315Z,2024-11-22T11:24:53.315Z,newsletter,everyone,The Tyranny of Television,Television’s War on an Informed Citizenry,
151901435.the-myth-of-corporate-meritocracy,2024-11-21T11:33:48.365Z,true,2024-11-21T11:33:48.462Z,2024-11-21T11:33:48.462Z,newsletter,everyone,The Myth of Corporate Meritocracy,Do MMORPGs offer the solution?,
151896074.private-equity-and-public-peril,2024-11-20T11:22:52.213Z,true,2024-11-20T11:22:52.300Z,2024-11-20T11:22:52.300Z,newsletter,everyone,Private Equity and Public Peril,The Silent Engine of American Fascism,
151847952.the-dawn-of-the-polycrisis-era,2024-11-19T11:24:59.505Z,true,2024-11-19T11:24:59.571Z,2024-11-19T11:24:59.571Z,newsletter,everyone,The Dawn of the Polycrisis Era,Rethinking Leadership for an Era of Complexity,
151788701.the-invisible-hand-of-algorithmic,2024-11-18T11:15:56.532Z,true,2024-11-18T11:15:56.632Z,2024-11-18T11:15:56.632Z,newsletter,everyone,The Invisible Hand of Algorithmic Authority,How X Influenced the Election,
151759981.crisis-of-authority-in-mozambique,2024-11-17T11:33:51.019Z,true,2024-11-17T11:33:51.131Z,2024-11-17T11:33:51.131Z,newsletter,everyone,Crisis of Authority in Mozambique,Weeks of protests follow contentious election,
151656287.the-automation-of-intelligence-and,2024-11-15T11:23:02.288Z,true,2024-11-15T11:23:02.377Z,2024-11-15T11:23:02.377Z,newsletter,everyone,The Automation of Intelligence and the Erosion of Accountability,"The Pending Role of Gabbard, Thiel, and Musk in the Intelligence Community",
151623426.the-death-of-expertise-in-the-age,2024-11-16T11:20:02.164Z,true,2024-11-16T11:20:02.258Z,2024-11-16T11:20:02.258Z,newsletter,everyone,The Death of Expertise in the Age of Information Abundance,Epistemic Authority in Decentralized Systems,
151618610.government-of-the-inept,2024-11-14T11:25:05.224Z,true,2024-11-14T11:25:05.306Z,2024-11-14T11:25:05.306Z,newsletter,everyone,Government of the Inept?,Examining Trump’s Cabinet Picks,
151577223.the-cryptocurrency-propaganda-system,2024-11-13T11:20:56.454Z,true,2024-11-13T11:20:56.521Z,2024-11-13T11:20:56.521Z,newsletter,everyone,The Cryptocurrency Propaganda System,When Technical Systems Replace Social Bonds,
151459237.the-authority-of-the-internet,2024-11-12T11:22:51.883Z,true,2024-11-12T11:22:51.998Z,2024-11-12T11:22:51.998Z,newsletter,everyone,The Authority of the Internet,New Powers in a Networked Age,
151457510.an-interview-with-mcluhan-re-trump,2024-11-11T11:17:58.054Z,true,2024-11-11T11:17:58.177Z,2024-11-11T11:17:58.177Z,newsletter,everyone,An Interview with McLuhan re: Trump,Do we really need to understand media or is it too late?,
151399659.the-emperor-has-no-clothes,2024-11-10T11:54:33.066Z,true,2024-11-10T11:54:33.286Z,2024-11-10T11:54:33.286Z,newsletter,everyone,The Emperor Has No Clothes,Why Authoritarianism Is Just Really Bad at Its Job,
151398989.trump-and-the-axis-of-upheaval,2024-11-09T11:23:02.772Z,true,2024-11-09T11:23:02.983Z,2024-11-09T11:23:02.983Z,newsletter,everyone,Trump and The Axis of Upheaval ,Applying the CIA Framework for Authority,
151188381.the-new-geography-of-power,2024-11-08T11:57:55.280Z,true,2024-11-08T11:57:55.359Z,2024-11-08T11:57:55.359Z,newsletter,everyone,The New Geography of Power,The Ongoing Rise of Shadow Authority,
151177828.building-trust-or-enforcing-control,2024-11-07T11:56:33.957Z,true,2024-11-07T11:56:34.093Z,2024-11-07T11:56:34.093Z,newsletter,everyone,Building Trust or Enforcing Control?, The Future of Authority in the Digital Sphere,
151176975.authority-is-a-virus,2024-11-06T11:28:48.414Z,true,2024-11-06T11:28:48.502Z,2024-11-06T11:28:48.502Z,newsletter,everyone,Authority is a Virus,Is Algo Speak the anti-virus?,
151153110.the-new-aristocracy-of-attention,2024-11-05T11:27:53.981Z,true,2024-11-05T11:27:54.057Z,2024-11-05T11:27:54.057Z,newsletter,everyone,The New Aristocracy of Attention,Cultural Authority and Modern Mythologies,
151072371.unpacking-georgias-2024-parliamentary,2024-11-04T11:59:58.686Z,true,2024-11-04T11:59:58.950Z,2024-11-04T11:59:58.950Z,newsletter,everyone,Unpacking Georgia’s 2024 Parliamentary Elections,"Democracy, Wealth, and the Shadow of Manipulation",
151071750.the-canadian-government-under-digital,2024-11-03T11:53:45.546Z,true,2024-11-03T11:53:45.707Z,2024-11-03T11:53:45.707Z,newsletter,everyone,The Canadian Government Under Digital Siege,China’s Persistent Cyber Intrusions,
150948072.the-oxymoron-of-foreign-interference,2024-11-02T10:23:32.617Z,true,2024-11-02T10:23:32.667Z,2024-11-02T10:23:32.667Z,newsletter,everyone,"The Oxymoron of ""Foreign Interference""",Reimagining Authority in an Era of Shared Challenges,
150947391.memetic-warfare,2024-10-31T10:13:42.044Z,true,2024-10-31T10:13:42.137Z,2024-10-31T10:13:42.137Z,newsletter,everyone,Memetic Warfare,"Internet Memes as Tools of Influence, Authority, and Modern Mythology",
150938471.who-really-holds-the-power-in-powerful,2024-11-01T10:06:48.460Z,true,2024-11-01T10:06:48.528Z,2024-11-01T10:06:48.528Z,newsletter,everyone,Who Really Holds the Power in “Powerful AI”?,AGI vs Powerful AI,
150914479.the-looming-legitimacy-crisis,2024-10-30T10:22:04.366Z,true,2024-10-30T10:22:04.555Z,2024-10-30T10:22:04.555Z,newsletter,everyone,The Looming Legitimacy Crisis,When institutions become weapons rather than arbiters,
150858840.the-ai-arms-race,2024-10-29T10:53:01.169Z,true,2024-10-29T10:53:01.274Z,2024-10-29T10:53:01.274Z,newsletter,everyone,The AI Arms Race,White House issues National Security Memorandum on Artificial Intelligence,
150816906.the-illusion-of-inevitability,2024-10-28T11:18:50.715Z,true,2024-10-28T11:18:50.884Z,2024-10-28T11:18:50.884Z,newsletter,everyone,The Illusion of Inevitability ,How Technological Determinism Threatens Democracy,
150804019.will-a-podcast-elect-the-president,2024-10-27T16:05:27.667Z,true,2024-10-27T16:05:27.757Z,2024-10-27T16:05:27.757Z,newsletter,everyone,Will a Podcast Elect the President?,Cognitive Authority meets Algorithmic Authority,
150759445.decoding-power-the-cia-framework,2024-10-26T15:11:00.038Z,true,2024-10-26T15:11:01.584Z,2024-10-26T15:11:01.584Z,newsletter,everyone,Decoding Power: The CIA Framework for Authority,"Understanding Cognitive, Institutional, and Algorithmic Authority",
150708049.contemplating-the-future-of-authority,2024-10-25T12:49:19.499Z,true,2024-10-25T12:49:19.626Z,2024-10-25T12:49:19.626Z,newsletter,everyone,Contemplating the Future of Authority ,Where power meets agency,
